Gene,Cluster
hsa:3290,56
hsa:100533105,36
hsa:5520,65
hsa:223,72
hsa:112744,7
hsa:10382,67
hsa:3656,71
hsa:8174,64
hsa:2131,74
hsa:23463,37
hsa:6581,76
hsa:397,65
hsa:84883,64
hsa:441282,36
hsa:1907,12
hsa:200895,76
hsa:441478,56
hsa:2932,1
hsa:6278,5
hsa:7280,82
hsa:5443,7
path:map01056,85
hsa:29108,0
hsa:80835,54
hsa:353,38
hsa:51085,54
hsa:9807,37
cpd:C00162,49
hsa:3035,39
hsa:10454,66
hsa:60495,64
hsa:277,77
hsa:4040,77
hsa:5222,40
hsa:3925,87
hsa:79814,87
hsa:5745,5
hsa:84451,1
hsa:22829,22
dr:D07907,76
hsa:8202,76
hsa:27123,20
hsa:4090,16
cpd:C00547,65
hsa:5211,65
hsa:1549,50
hsa:6359,32
hsa:64080,74
hsa:483,7
hsa:9711,74
hsa:130,40
hsa:1593,15
hsa:2969,86
hsa:4502,30
hsa:1385,16
hsa:442891,85
hsa:6916,88
hsa:7350,84
hsa:55669,1
hsa:79026,63
hsa:1366,74
hsa:2771,86
hsa:905,29
hsa:442590,55
hsa:6480,50
hsa:1103,5
hsa:5802,64
hsa:6804,22
hsa:56924,54
hsa:10253,35
hsa:2668,40
hsa:4283,65
hsa:10005,20
hsa:84105,70
hsa:10542,88
hsa:653689,1
hsa:6785,74
hsa:7167,6
hsa:64208,84
hsa:55240,35
hsa:1129,34
hsa:10803,74
hsa:100507027,20
hsa:3113,77
hsa:7143,20
hsa:221,17
hsa:3595,73
hsa:3248,72
hsa:124872,76
hsa:23327,23
hsa:79726,39
hsa:3726,74
path:hsa00270,1
hsa:10156,42
hsa:991,86
hsa:1519,8
hsa:998,74
hsa:6558,39
hsa:2882,61
hsa:85465,17
hsa:8673,49
hsa:132864,1
hsa:3568,24
hsa:23729,24
hsa:5230,77
hsa:285973,77
hsa:4535,87
hsa:1812,74
hsa:7023,42
path:hsa00120,71
path:hsa00520,86
hsa:3306,76
hsa:4048,7
hsa:152,1
hsa:26275,40
hsa:2731,15
hsa:10877,54
hsa:178,58
hsa:904,54
hsa:694,61
hsa:53947,72
hsa:8611,9
hsa:10628,1
hsa:9110,74
hsa:1646,88
hsa:9138,17
hsa:58191,39
hsa:6822,38
hsa:27113,74
hsa:3800,24
